"data.general.name","data.general.locale.name","data.general.locale.timezone","data.general.address.street","data.general.address.comment","data.general.address.fullAddress","data.general.address.mapPosition","data.general.description","data.general.contacts.website","data.general.contacts.email","data.general.contacts.phones","data.general.image","data.general.gallery","data.general.category.type","data.general.category.name","data.general.organization.name","data.general.organization.locale.name","data.general.organization.locale.timezone","data.general.organization.address.street","data.general.organization.address.comment","data.general.organization.address.fullAddress","data.general.organization.address.mapPosition","data.general.organization.inn","data.general.organization.type","data.general.organization.subordination.name","data.general.organization.subordination.timezone","data.general.organization.socialGroups","data.general.organization.id","data.general.tags","data.general.videoHostings","data.general.workingSchedule.0","data.general.workingSchedule.1","data.general.workingSchedule.2","data.general.workingSchedule.3","data.general.workingSchedule.4","data.general.workingSchedule.5","data.general.workingSchedule.6","data.general.extraFields.artType","data.general.extraFields.audienceType","data.general.extraFields.language","data.general.extraFields.professionalLevel","data.general.extraFields.virtualTour","data.general.extraFields.types","data.general.seances","data.general.id","data.general.externalInfo","data.general.externalIds.eipskId","data.general.externalIds.culturarf","data.general.externalIds.goscatalogId","data.general.externalIds.statistic","data.info.createDate","data.info.updateDate","geom"
Володинский дом культуры,Вологодская область,Europe/Moscow,"ул Набережная,д 7",,"обл Вологодская,д Володино,ул Набережная,д 7","{""type"": ""Point"", ""coordinates"": [35.827293, 59.407958]}","<p>Володинский дом культуры был открыт летом 1989 года в очень живописном месте. Несмотря на все трудности, он остается центром культурной жизни и общения как для взрослых, так и для детей. Здесь организуют досуг для сельчан, развивают творческие способности и открывают новые таланты. </p><p>Энтузиасты-культработники придумывают праздничные сценарии и развлекательные программы, находят сценические костюмы. Сами шьют, клеят, рисуют. По-свойски, с теплотой и душевной простотой выступают самодеятельные артисты. Народный вокальный ансамбль «Рябинушка» и вокально-танцевальная группа «Задоринка» постоянно радуют зрителей своими выступлениями. <br /> </p>",,,"[]","{""url"": ""https://all.culture.ru/uploads/7a1decd2cf304c8bb7417910384fb322.jpg"", ""title"": ""OhtZrTbBPlM.jpg""}","",,Дворцы культуры и клубы,МАУК «Бабаевский центр культурного развития»,Бабаевский район,Europe/Moscow,"пл Привокзальная,1",,"обл Вологодская,р-н Бабаевский,г Бабаево,пл Привокзальная,1",,3501008870,mincult,Бабаевский район,Europe/Moscow,"[{""network"":""vk"",""name"":""Володинский Дом культуры"",""networkId"":""158838778"",""updateDate"":""2018-10-12T11:09:38Z"",""createDate"":""2018-10-12T11:09:38Z"",""accountId"":22721,""postingGroupId"":20087},{""network"":""vk"",""name"":""Кдц Бабаево"",""networkId"":""275144982"",""isPersonal"":true,""updateDate"":""2018-10-12T11:09:46Z"",""createDate"":""2018-10-12T11:09:46Z"",""accountId"":22721,""postingGroupId"":20088},{""network"":""vk"",""name"":""МБУК \""Бабаевский центр культурного развития\"""",""networkId"":""23582611"",""updateDate"":""2018-10-12T11:09:31Z"",""createDate"":""2018-10-12T11:09:31Z"",""accountId"":22721,""postingGroupId"":20086}]",20369,"[{""id"": 39, ""name"": ""Для детей"", ""sysName"": ""dlya-detey""}, {""id"": 122, ""name"": ""Искусство"", ""sysName"": ""iskusstvo""}, {""id"": 317, ""name"": ""Для молодежи"", ""sysName"": ""dlya-molodezhi""}]",,"","{""to"": ""18:00:00"", ""from"": ""10:00:00""}","{""to"": ""18:00:00"", ""from"": ""10:00:00""}","{""to"": ""18:00:00"", ""from"": ""10:00:00""}","{""to"": ""18:00:00"", ""from"": ""10:00:00""}","{""to"": ""18:00:00"", ""from"": ""10:00:00""}","",,,,,,,,57453,"[{""url"":""https://www.culture.ru/institutes/57158/volodinskii-dom-kultury"",""serviceName"":""Культура.рф""},{""url"":""https://map.funtam.ru/offer/poi?showMainEvent=false&shareId=6725bb65-65c0-4a7b-a41e-f8af2d2a2dd7&shareType=venue"",""serviceName"":""ФанТам""}]","57453",,,,2021-10-13 15:05:22.000 +0300,2025-03-06 17:45:48.000 +0300,"0101000020E6100000D89AADBCE4E941401F12BEF737B44D40"
